Year,Fold,MSE,R2,MAPE,Intercept,Coeff_birth_year,Coeff_gender,Coeff_INPBELI_PAST,Coeff_birth_municipality_encoded,Coeff_embeddings,dataset_size
2017,1,222298675.87812585,0.7347895955384263,0.670313625970821,-0.016562972246997213,-0.03512095086478417,-0.015764969114819394,-0.046201625808977236,0.8323526524464641,0.005167729213450767,
2017,2,271159393.3138603,0.6945860406051303,0.644592582910832,0.011771932587587025,-0.028000734431903377,-0.006471300625794929,0.003724978848539616,0.8349719083144709,0.0020610401557885063,
2017,3,233455230.24935487,0.7365035583820156,0.8576297003600697,0.011270099028674086,-0.059968975695294365,-0.020409325710114348,0.006207980657904114,0.8589367194500426,0.036128882472950596,
2017,4,243196045.903252,0.7370624119556028,0.6469706224558298,0.024860292913612476,-0.04553071430605538,-0.007884966892077204,0.0011836069012844735,0.8777709054241787,0.027217008497051894,
2017,5,282603691.6617883,0.6747399985558307,0.8005409529822413,0.0005401421039206815,-0.048313012217875664,-0.013740279519898257,-0.023909431026167313,0.8133103634748772,0.02716765180495774,
2017,mean,250542607.40127626,0.715536321007401,0.7240094969359587,0.006375898877359412,-0.04338687750318258,-0.012854168372540825,-0.011798898085483268,0.8434685098220067,0.0195484624288399,492.0
2018,1,245865569.1971197,0.6790217331009227,1.2498725911767254,-0.004341623292709887,0.027477545674681886,-0.06482417157560752,0.03581141626964092,0.812185498298701,0.007619500480078352,
2018,2,214261027.91534638,0.7370110903511985,0.8777430009095983,0.061403253543808003,0.04614004799392875,-0.06431374086843838,0.006705008931926051,0.8725655321710553,0.0023972435722607603,
2018,3,249996157.0859076,0.686575593140126,1.2129974250582969,0.06585060469151639,0.02089201187554111,-0.04879599169271315,0.024615516758401682,0.8340589631507452,0.021725136337638097,
2018,4,253712632.50130638,0.6584955321742509,0.7401484439808065,-0.026806332419432914,0.02473108971983743,-0.04536530183774516,0.04948585589854754,0.7915059320534178,0.019606156830737204,
2018,5,254844472.72989047,0.681551028038047,0.8610652698988243,0.05782911140283107,0.009560910769740126,-0.09294816585536783,0.040755998809701856,0.8311025969337706,0.02732025782400944,
2018,mean,243735971.88591415,0.688530995360909,0.9883653462048502,0.030787002785202532,0.025760321206745863,-0.06324947436597442,0.03147475933364361,0.8282837045215381,0.015733659008944773,481.0
2019,1,224337752.55231145,0.6989391341022813,0.48706106724682435,-0.0018744893959738891,-0.00233891297651747,0.01966838300808782,0.004634969754043736,0.836703784202349,0.0003488234379666245,
2019,2,193918417.66163284,0.7277525734862523,0.48477649454468724,-0.004463269432203841,-0.008195176287727654,-0.018408486347062686,-0.0029128723462931868,0.8336018705601965,0.0009055122114971558,
2019,3,215693712.24075118,0.71562381581648,0.497436469896436,0.010981620561973774,0.00898271527931199,-0.029009303858074487,0.04567009296375155,0.8523307109509621,0.023855757569253826,
2019,4,210066171.30775952,0.7318229103637836,0.44494377092702725,-0.015184929773504633,0.010704311618483356,0.05000208103787285,0.0055643141016503235,0.8802653905487844,0.016799861372274325,
2019,5,203461819.4373883,0.7193717627055636,0.4372250794272353,-0.0010436930813309902,0.05620490120505811,-0.0008624316657729336,0.045682147244751545,0.8384983783904439,0.017166540910026215,
2019,mean,209495574.63996866,0.7187020392948721,0.470288576408442,-0.002316952224207916,0.013071567767721667,0.004278048435010113,0.019727730343580795,0.8482800269305473,0.01181529910020363,487.0
2020,1,265124969.7234009,0.672155650336214,1.5471052705183004,-0.035871820176103346,0.021037188463440024,0.02962395881429758,0.005527346584912974,0.8251353291648679,0.0,
2020,2,231526312.70102656,0.7118634505464915,0.505772244150278,0.0016679801961638936,0.01734742675826103,0.009128926426849593,0.002585530822623688,0.8444557169114912,0.044262771385263126,
2020,3,263538399.36430866,0.6824480924064604,1.4772890337582274,0.007453564951044182,0.020664739107825257,0.028825665613593288,-0.02102799045530133,0.8400649229000107,0.04171772740782801,
2020,4,269221513.5583038,0.6677136158735313,1.5573168223146392,0.00032383033729957867,0.013846279086228673,0.004623295534045835,-0.005448038672523988,0.821369452869657,0.04407795418419941,
2020,5,199765831.3315946,0.7342076339652452,1.368980281182513,0.0074774229761311525,0.00668186657321525,-0.032906105832138266,0.00345154726271071,0.829686138589251,0.038546071071676076,
2020,mean,245835405.33572692,0.6936776886255885,1.2912927303847916,-0.003789804343092907,0.01591549999779405,0.007859148111329605,-0.0029823208915155893,0.8321423120870556,0.033720904809793326,490.0
2021,1,234036408.35853133,0.727768960677081,1.534746269886627,0.023702703186393705,-0.00424980613180244,0.023519083427926135,-0.063755821475684,0.8524409782854732,0.03157294667884587,
2021,2,223249749.42498243,0.7444321268705649,1.8943678940829272,0.005681187865562529,0.03605884133268361,0.0005875250098653639,-0.024890994040536414,0.8671513071148886,0.02772072797207431,
2021,3,266800495.10100803,0.6942213377581233,2.0364939687875476,0.0015221843037975255,0.029572961955072634,-0.01011782161636976,-0.028816219082312085,0.8384424801011887,0.03558679370293659,
2021,4,258687376.83853194,0.6881111889118862,0.904966307826429,-0.025573090597376648,0.014999371536108707,0.019718469907044844,-0.01086575118900151,0.8119514699182313,0.027226856750142706,
2021,5,237517214.33292156,0.7307043694787453,1.9319996822015877,-0.031851079540503244,-0.0013831080152847245,0.023732479742494483,-0.026374754315787462,0.8619981481646162,0.0033805561850187805,
2021,mean,244058248.81119508,0.7170475967392801,1.6605148245570238,-0.005303618956425227,0.014999652135355557,0.011487947294192214,-0.030940708020664294,0.8463968767168796,0.02509757625780365,466.0
